FIPS,Area Name-Legal/Statistical Area Description,Qualifying Name,State/U.S.-Abbreviation (USPS),Region,Division,State (FIPS),Place (FIPS),FIPS Place Class Code,Place Size Code,Area (Land),Area (Water),Population Count (100%),Housing Unit Count (100%),Internal Point (Latitude),Internal Point (Longitude),Total Population,Total Population,Urban,Urban: Inside urbanized areas,Urban: Inside urban clusters,Rural,% Urban,% Urban: Inside urbanized areas,% Urban: Inside urban clusters,% Rural,Total Population,Population Density (per sq. mile),Area Total,Area (Land),Area (Water),Total Population,Male,Female,% Male,% Female,Median Age,Median Age: Male Population,Median Age: Female Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some other race Alone,% White Alone,% Black or African American Alone,% American Indian and Alaska Native Alone,% Asian Alone,% Native Hawaiian and Other Pacific Islander Alone,% Some other race Alone,Employed Civilian Population 16 Years And Over,Per capita income In 1999 Dollars,Employed civilian population 16 years and over
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_PLACE,Geo_PLACECC,Geo_PLACESC,Geo_AREALAND,Geo_AREAWATR,Geo_POP100,Geo_HU100,Geo_INTPTLAT,Geo_INTPTLON,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T002_004,SE_T002_005,PCT_SE_T002_002,PCT_SE_T002_003,PCT_SE_T002_004,PCT_SE_T002_005,SE_T003_002,SE_T003_001,SE_T004_001,SE_T004_002,SE_T004_003,SE_T005_001,SE_T005_002,SE_T005_003,PCT_SE_T005_002,PCT_SE_T005_003,SE_T013_001,SE_T013_002,SE_T013_003,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,PCT_SE_T014_002,PCT_SE_T014_003,PCT_SE_T014_004,PCT_SE_T014_005,PCT_SE_T014_006,PCT_SE_T014_007,SE_T085_001,SE_T145_001,SE_T209_001
3041725,Kremlin CDP,"Kremlin CDP, Montana",MT,4,8,30,41725,U1,4,1174918,0,126,57,48571398,-110085927,126,126,0,0,0,126,0,0,0,100,126,277.7543,0.4536384,0.4536384,0,126,66,60,52.38,47.62,37,33,38.7,125,0,0,0,0,0,99.21,0,0,0,0,0,65,12598,65
3041950,Lakeside CDP,"Lakeside CDP, Montana",MT,4,8,30,41950,U1,10,19000946,47401,1679,956,48019933,-114228152,1679,1679,0,0,0,1679,0,0,0,100,1679,228.8618,7.354608,7.336307,0.01830163,1679,825,854,49.14,50.86,44.3,43.1,45.2,1644,1,12,7,0,5,97.92,0.06,0.71,0.42,0,0.3,642,18533,642
3042250,Lame Deer CDP,"Lame Deer CDP, Montana",MT,4,8,30,42250,U1,11,143940152,0,2018,573,45621819,-106658079,2018,2018,0,0,0,2018,0,0,0,100,2018,36.31089,55.57561,55.57561,0,2018,976,1042,48.36,51.64,22,21.9,22.1,117,1,1866,1,0,3,5.8,0.05,92.47,0.05,0,0.15,556,7247,556
3042700,Laurel city,"Laurel city, Montana",MT,4,8,30,42700,C1,13,4881769,0,6255,2647,45673986,-108770893,6255,6255,6255,0,6255,0,100,0,100,0,6255,3318.546,1.884862,1.884862,0,6255,2987,3268,47.75,52.25,38.4,37.1,39.5,6039,10,73,24,1,43,96.55,0.16,1.17,0.38,0.02,0.69,2881,16953,2881
3042850,Lavina town,"Lavina town, Montana",MT,4,8,30,42850,C1,5,2615903,0,209,98,46295130,-108939684,209,209,0,0,0,209,0,0,0,100,209,206.9295,1.010006,1.010006,0,209,99,110,47.37,52.63,43.3,42.5,43.5,206,0,0,1,0,0,98.56,0,0,0.48,0,0,85,12475,85
3117810,Fullerton city,"Fullerton city, Nebraska",NE,2,4,31,17810,C5,9,3215291,4954,1378,636,41363009,-97970858,1378,1378,0,0,0,1378,0,0,0,100,1378,1110.01,1.243344,1.241431,0.00191275,1378,675,703,48.98,51.02,42.3,40.6,44.6,1336,0,11,1,0,15,96.95,0,0.8,0.07,0,1.09,585,17593,585
3117880,Funk village,"Funk village, Nebraska",NE,2,4,31,17880,C1,5,686469,0,204,82,40463724,-99249915,204,204,0,0,0,204,0,0,0,100,204,769.6743,0.2650472,0.2650472,0,204,101,103,49.51,50.49,42.3,41.8,42.8,200,0,0,1,0,2,98.04,0,0,0.49,0,0.98,83,15658,83
3117950,Gandy village,"Gandy village, Nebraska",NE,2,4,31,17950,C1,3,633070,0,30,17,41470122,-100457844,30,30,0,0,0,30,0,0,0,100,30,122.7347,0.2444297,0.2444297,0,30,14,16,46.67,53.33,46,45,47,30,0,0,0,0,0,100,0,0,0,0,0,11,20650,11
3118230,Garland village,"Garland village, Nebraska",NE,2,4,31,18230,C1,5,426144,0,247,100,40945501,-96985926,247,247,0,0,0,247,0,0,0,100,247,1501.199,0.1645351,0.1645351,0,247,130,117,52.63,47.37,38.3,37.5,39.2,244,0,0,0,0,2,98.79,0,0,0,0,0.81,144,17746,144
3118300,Garrison village,"Garrison village, Nebraska",NE,2,4,31,18300,C1,3,303221,0,67,31,41175518,-97164883,67,67,0,0,0,67,0,0,0,100,67,572.2862,0.1170743,0.1170743,0,67,31,36,46.27,53.73,37.5,39.5,34.5,64,0,3,0,0,0,95.52,0,4.48,0,0,0,32,17317,32
3118405,Geneva city,"Geneva city, Nebraska",NE,2,4,31,18405,C1,11,3878440,0,2226,1050,40526288,-97601885,2226,2226,0,0,0,2226,0,0,0,100,2226,1486.503,1.497474,1.497474,0,2226,1049,1177,47.12,52.88,43.6,40.6,46.9,2204,1,6,0,0,10,99.01,0.04,0.27,0,0,0.45,1067,18349,1067
3118475,Genoa city,"Genoa city, Nebraska",NE,2,4,31,18475,C5,8,2052450,21169,981,442,41447638,-97732455,981,981,0,0,0,981,0,0,0,100,981,1237.925,0.8006288,0.7924554,0.008173397,981,494,487,50.36,49.64,40.3,39.8,41.4,965,0,3,1,0,3,98.37,0,0.31,0.1,0,0.31,469,16980,469
3118580,Gering city,"Gering city, Nebraska",NE,2,4,31,18580,C5,13,9708279,0,7751,3332,41824251,-103665009,7751,7751,7686,0,7686,65,99.16,0,99.16,0.84,7751,2067.823,3.748388,3.748388,0,7751,3627,4124,46.79,53.21,40.1,37.9,41.9,7091,10,88,19,3,431,91.48,0.13,1.14,0.25,0.04,5.56,3776,18775,3776
3118615,Gibbon city,"Gibbon city, Nebraska",NE,2,4,31,18615,C1,10,2172628,0,1759,668,40747656,-98844381,1759,1759,0,0,0,1759,0,0,0,100,1759,2096.902,0.8388564,0.8388564,0,1759,863,896,49.06,50.94,33.9,32.8,34.8,1496,3,13,3,0,220,85.05,0.17,0.74,0.17,0,12.51,891,15013,891
3118720,Gilead village,"Gilead village, Nebraska",NE,2,4,31,18720,C1,3,176328,0,40,22,40145659,-97415230,40,40,0,0,0,40,0,0,0,100,40,587.5387,0.06808063,0.06808063,0,40,21,19,52.5,47.5,45,37.5,52.5,40,0,0,0,0,0,100,0,0,0,0,0,23,15321,23
3363940,Raymond CDP,"Raymond CDP, New Hampshire",NH,1,1,33,63940,U1,12,11958257,360245,2839,1167,43035155,-71176209,2839,2839,2188,0,2188,651,77.07,0,77.07,22.93,2839,614.8869,4.7562,4.617109,0.1390914,2839,1432,1407,50.44,49.56,34.3,33.1,35.6,2772,11,9,8,0,3,97.64,0.39,0.32,0.28,0,0.11,1644,19710,1644
3365140,Rochester city,"Rochester city, New Hampshire",NH,1,1,33,65140,C5,16,116940933,1625224,28461,11836,43302081,-70973106,28461,28461,22579,22579,0,5882,79.33,79.33,0,20.67,28461,630.3494,45.77865,45.15115,0.6275025,28461,13838,14623,48.62,51.38,36.7,35.5,37.8,27640,149,62,248,9,74,97.12,0.52,0.22,0.87,0.03,0.26,14668,18859,14668
3369940,Somersworth city,"Somersworth city, New Hampshire",NH,1,1,33,69940,C5,14,25333575,594182,11477,4841,43253783,-70875499,11477,11477,11171,11171,0,306,97.33,97.33,0,2.67,11477,1173.356,10.01076,9.781349,0.229415,11477,5521,5956,48.1,51.9,34.9,33.7,35.8,11037,66,22,110,1,68,96.17,0.58,0.19,0.96,0.01,0.59,5853,19592,5853
3371220,South Hooksett CDP,"South Hooksett CDP, New Hampshire",NH,1,1,33,71220,U1,13,13633762,23544,5282,1717,43030833,-71434860,5282,5282,5282,5282,0,0,100,100,0,0,5282,1003.415,5.273116,5.264025,0.00909039,5282,2737,2545,51.82,48.18,31,29.5,32.4,5054,42,8,119,3,11,95.68,0.8,0.15,2.25,0.06,0.21,2744,22714,2744
3375140,Suncook CDP,"Suncook CDP, New Hampshire",NH,1,1,33,75140,U1,13,9564012,392659,5362,2409,43133016,-71452658,5362,5362,5236,0,5236,126,97.65,0,97.65,2.35,5362,1452.06,3.844292,3.692686,0.1516065,5362,2578,2784,48.08,51.92,37.2,35.8,38.2,5207,29,18,24,0,6,97.11,0.54,0.34,0.45,0,0.11,2900,20703,2900
3377100,Tilton-Northfield CDP,"Tilton-Northfield CDP, New Hampshire",NH,1,1,33,77100,U2,12,7768252,0,3231,1311,43443236,-71591827,3231,3231,3212,0,3212,19,99.41,0,99.41,0.59,3231,1077.237,2.999339,2.999339,0,3231,1572,1659,48.65,51.35,36.8,37.2,36.5,3124,3,16,22,0,4,96.69,0.09,0.5,0.68,0,0.12,1596,16792,1596
3383700,West Swanzey CDP,"West Swanzey CDP, New Hampshire",NH,1,1,33,83700,U1,9,6617262,47319,1118,506,42869829,-72325301,1118,1118,0,0,0,1118,0,0,0,100,1118,437.5838,2.573209,2.554939,0.01826997,1118,533,585,47.67,52.33,37,35.3,38.9,1096,2,4,2,0,3,98.03,0.18,0.36,0.18,0,0.27,550,18403,550
3384340,Whitefield CDP,"Whitefield CDP, New Hampshire",NH,1,1,33,84340,U1,9,3334217,0,1089,525,44374722,-71612686,1089,1089,0,0,0,1089,0,0,0,100,1089,845.9248,1.287348,1.287348,0,1089,496,593,45.55,54.45,38.9,37.7,39.6,1070,4,2,1,0,0,98.26,0.37,0.18,0.09,0,0,480,16217,480
3385140,Wilton CDP,"Wilton CDP, New Hampshire",NH,1,1,33,85140,U1,9,5022700,0,1236,520,42843835,-71735359,1236,1236,0,0,0,1236,0,0,0,100,1236,637.3514,1.939275,1.939275,0,1236,593,643,47.98,52.02,35.8,35.8,35.8,1209,1,1,8,0,4,97.82,0.08,0.08,0.65,0,0.32,586,21349,586
3385460,Winchester CDP,"Winchester CDP, New Hampshire",NH,1,1,33,85460,U1,10,7706386,0,1832,727,42774607,-72386944,1832,1832,0,0,0,1832,0,0,0,100,1832,615.7047,2.975452,2.975452,0,1832,892,940,48.69,51.31,34.2,34.1,34.3,1776,9,12,7,0,4,96.94,0.49,0.66,0.38,0,0.22,811,13646,811
3386340,Wolfeboro CDP,"Wolfeboro CDP, New Hampshire",NH,1,1,33,86340,U1,12,18219270,683821,2979,1722,43589666,-71206529,2979,2979,0,0,0,2979,0,0,0,100,2979,423.4843,7.298524,7.0345,0.2640248,2979,1349,1630,45.28,54.72,47.2,44.8,48.7,2957,5,2,6,0,2,99.26,0.17,0.07,0.2,0,0.07,1196,25466,1196
3387140,Woodsville CDP,"Woodsville CDP, New Hampshire",NH,1,1,33,87140,U1,9,2314929,32056,1081,517,44146149,-72029780,1081,1081,0,0,0,1081,0,0,0,100,1081,1209.444,0.906176,0.8937991,0.01237689,1081,517,564,47.83,52.17,37.5,35.9,39.2,1060,9,5,1,1,0,98.06,0.83,0.46,0.09,0.09,0,452,16145,452
3400100,Absecon city,"Absecon city, New Jersey",NJ,1,2,34,100,C5,13,14807423,3131184,7638,2902,39430416,-74503911,7638,7638,7638,7638,0,0,100,100,0,0,7638,1335.974,6.926135,5.717178,1.208957,7638,3660,3978,47.92,52.08,40.3,39.1,41.3,6363,459,13,570,0,115,83.31,6.01,0.17,7.46,0,1.51,3749,23615,3749
3400675,Allamuchy-Panther Valley CDP,"Allamuchy-Panther Valley CDP, New Jersey",NJ,1,2,34,675,U2,12,14805613,223890,3125,1497,40911724,-74826614,3125,3125,0,0,0,3125,0,0,0,100,3125,546.6652,5.802924,5.716479,0.08644442,3125,1443,1682,46.18,53.82,45.4,44.9,45.9,2997,30,1,65,0,16,95.9,0.96,0.03,2.08,0,0.51,1651,45829,1651
3400700,Allendale borough,"Allendale borough, New Jersey",NJ,1,2,34,700,C5,13,8092694,65253,6699,2143,41032713,-74133824,6699,6699,6699,6699,0,0,100,100,0,0,6699,2143.95,3.149801,3.124607,0.02519432,6699,3245,3454,48.44,51.56,39.5,38.5,40.4,6195,26,4,408,0,31,92.48,0.39,0.06,6.09,0,0.46,2995,47772,2995
3400730,Allenhurst borough,"Allenhurst borough, New Jersey",NJ,1,2,34,730,C5,8,676071,47046,718,370,40237483,-74004615,718,718,718,718,0,0,100,100,0,0,718,2750.615,0.279197,0.2610325,0.01816456,718,370,348,51.53,48.47,42.5,38.1,46.5,699,6,2,3,0,1,97.35,0.84,0.28,0.42,0,0.14,357,42710,357
3400760,Allentown borough,"Allentown borough, New Jersey",NJ,1,2,34,760,C5,10,1573832,44733,1882,718,40176049,-74584910,1882,1882,1882,1882,0,0,100,100,0,0,1882,3097.127,0.6249315,0.6076599,0.01727151,1882,890,992,47.29,52.71,38.5,39,38.1,1706,121,11,12,0,11,90.65,6.43,0.58,0.64,0,0.58,1038,29455,1038
3400790,Allenwood CDP,"Allenwood CDP, New Jersey",NJ,1,2,34,790,U1,8,4688407,52641,935,318,40140865,-74107036,935,935,935,935,0,0,100,100,0,0,935,516.5164,1.830529,1.810204,0.0203248,935,488,447,52.19,47.81,39.5,38.9,39.9,914,0,1,14,0,1,97.75,0,0.11,1.5,0,0.11,421,40148,421
3400850,Alloway CDP,"Alloway CDP, New Jersey",NJ,1,2,34,850,U1,9,18047998,478935,1128,406,39562221,-75355146,1128,1128,0,0,0,1128,0,0,0,100,1128,161.8743,7.153289,6.968371,0.1849179,1128,577,551,51.15,48.85,38.1,35.8,39.7,1050,49,8,1,0,4,93.09,4.34,0.71,0.09,0,0.35,445,25121,445
3401030,Alpha borough,"Alpha borough, New Jersey",NJ,1,2,34,1030,C5,11,4396936,99604,2482,1034,40664003,-75159871,2482,2482,2482,2482,0,0,100,100,0,0,2482,1462.007,1.736124,1.697667,0.03845732,2482,1208,1274,48.67,51.33,37.7,35.8,39.7,2409,7,1,30,0,16,97.06,0.28,0.04,1.21,0,0.64,1196,20104,1196
3401090,Alpine borough,"Alpine borough, New Jersey",NJ,1,2,34,1090,C5,11,16461774,7295059,2183,730,40954346,-73930472,2183,2183,2183,2183,0,0,100,100,0,0,2183,343.459,9.172565,6.355927,2.816638,2183,1104,1079,50.57,49.43,44.2,43.6,45,1689,33,5,417,1,7,77.37,1.51,0.23,19.1,0.05,0.32,1010,76995,1010
3520620,Dexter town,"Dexter town, New Mexico",NM,4,8,35,20620,C1,9,1902611,152520,1235,434,33196062,-104370222,1235,1235,0,0,0,1235,0,0,0,100,1235,1681.182,0.7934905,0.7346023,0.0588883,1235,601,634,48.66,51.34,30,27.7,31.7,741,3,9,0,0,438,60,0.24,0.73,0,0,35.47,446,10239,446
3521110,Dona Ana CDP,"Dona Ana CDP, New Mexico",NM,4,8,35,21110,U1,9,1894424,0,1379,465,32390928,-106815844,1379,1379,1379,1379,0,0,100,100,0,0,1379,1885.319,0.7314412,0.7314412,0,1379,684,695,49.6,50.4,30.9,29.8,31.9,631,6,23,7,0,650,45.76,0.44,1.67,0.51,0,47.14,761,10542,761
3521180,Dora village,"Dora village, New Mexico",NM,4,8,35,21180,C1,4,7293862,0,130,52,33931279,-103337472,130,130,0,0,0,130,0,0,0,100,130,46.16189,2.816176,2.816176,0,130,60,70,46.15,53.85,33,37,31.5,112,0,3,0,0,15,86.15,0,2.31,0,0,11.54,48,17831,48
3521390,Dulce CDP,"Dulce CDP, New Mexico",NM,4,8,35,21390,U1,12,33529898,0,2623,899,36939557,-106989600,2623,2623,0,0,0,2623,0,0,0,100,2623,202.6114,12.94597,12.94597,0,2623,1259,1364,48,52,25.1,24.3,25.7,90,1,2378,0,0,114,3.43,0.04,90.66,0,0,4.35,853,10108,853
3522020,Eagle Nest village,"Eagle Nest village, New Mexico",NM,4,8,35,22020,C1,7,11159613,2273008,306,333,36552109,-105261336,306,306,0,0,0,306,0,0,0,100,306,71.01826,5.186364,4.308751,0.8776133,306,154,152,50.33,49.67,44,45.7,42.5,260,1,10,0,0,19,84.97,0.33,3.27,0,0,6.21,167,17974,167
3522380,Edgewood town,"Edgewood town, New Mexico",NM,4,8,35,22380,C1,10,22569883,0,1893,755,35067690,-106191463,1893,1893,1491,0,1491,402,78.76,0,78.76,21.24,1893,217.2296,8.714281,8.714281,0,1893,939,954,49.6,50.4,35.5,35.2,35.8,1638,6,41,4,3,156,86.53,0.32,2.17,0.21,0.16,8.24,924,18146,924
3522584,El Cerro-Monterey Park CDP,"El Cerro-Monterey Park CDP, New Mexico",NM,4,8,35,22584,U2,13,24167477,0,5483,1620,34770149,-106637606,5483,5483,4802,0,4802,681,87.58,0,87.58,12.42,5483,587.6039,9.331115,9.331115,0,5483,2829,2654,51.6,48.4,24.2,24.2,24.4,3182,44,98,14,8,1858,58.03,0.8,1.79,0.26,0.15,33.89,1879,8734,1879
3522625,Eldorado at Santa Fe CDP,"Eldorado at Santa Fe CDP, New Mexico",NM,4,8,35,22625,U1,13,53575697,0,5799,2553,35535926,-105924596,5799,5799,4002,0,4002,1797,69.01,0,69.01,30.99,5799,280.3387,20.68569,20.68569,0,5799,2784,3015,48.01,51.99,44.2,43.8,44.5,5281,35,65,49,2,206,91.07,0.6,1.12,0.84,0.03,3.55,3314,33107,3314
3605661,Bellerose Terrace CDP,"Bellerose Terrace CDP, New York",NY,1,2,36,5661,U1,11,251511,0,2157,649,40721345,-73724014,2157,2157,2157,2157,0,0,100,100,0,0,2157,22212.17,0.09710895,0.09710895,0,2157,1075,1082,49.84,50.16,35.5,32.5,37.6,1422,133,12,338,2,165,65.92,6.17,0.56,15.67,0.09,7.65,1046,23751,1046
3605672,Belle Terre village,"Belle Terre village, New York",NY,1,2,36,5672,C1,8,2262862,0,832,297,40958573,-73065599,832,832,832,832,0,0,100,100,0,0,832,952.2764,0.873696,0.873696,0,832,417,415,50.12,49.88,44.9,44.1,46.1,763,9,0,42,0,5,91.71,1.08,0,5.05,0,0.6,424,56191,424
3605738,Bellmore CDP,"Bellmore CDP, New York",NY,1,2,36,5738,U1,14,6412514,1360152,16441,5724,40661188,-73529005,16441,16441,16441,16441,0,0,100,100,0,0,16441,6640.452,3.001043,2.475886,0.5251576,16441,8039,8402,48.9,51.1,38.9,38,39.8,15784,77,20,330,4,85,96,0.47,0.12,2.01,0.02,0.52,8151,32034,8151
3605771,Bellport village,"Bellport village, New York",NY,1,2,36,5771,C1,11,3778642,236230,2363,1139,40757034,-72941603,2363,2363,2363,2363,0,0,100,100,0,0,2363,1619.667,1.550151,1.458942,0.09120892,2363,1123,1240,47.52,52.48,46.5,45.8,47.2,2248,30,9,39,2,5,95.13,1.27,0.38,1.65,0.08,0.21,1304,38906,1304
3605815,Belmont village,"Belmont village, New York",NY,1,2,36,5815,C1,8,2587601,0,952,449,42225717,-78031927,952,952,0,0,0,952,0,0,0,100,952,952.8782,0.9990784,0.9990784,0,952,487,465,51.16,48.84,37.7,36.5,41.8,915,9,1,1,0,2,96.11,0.95,0.11,0.11,0,0.21,361,14149,361
3605848,Bemus Point village,"Bemus Point village, New York",NY,1,2,36,5848,C1,7,1124948,0,340,218,42162886,-79391230,340,340,273,0,273,67,80.29,0,80.29,19.71,340,782.7881,0.4343449,0.4343449,0,340,157,183,46.18,53.82,47.4,44.4,50.4,332,0,3,2,0,1,97.65,0,0.88,0.59,0,0.29,170,19943,170
3606046,Bergen village,"Bergen village, New York",NY,1,2,36,6046,C1,9,1603979,0,1240,477,43083388,-77941754,1240,1240,1236,0,1236,4,99.68,0,99.68,0.32,1240,2002.261,0.6192998,0.6192998,0,1240,632,608,50.97,49.03,34.6,34.5,34.7,1182,7,5,10,0,12,95.32,0.56,0.4,0.81,0,0.97,682,19689,682
3606387,Bethpage CDP,"Bethpage CDP, New York",NY,1,2,36,6387,U1,14,9386797,0,16543,5788,40746699,-73484318,16543,16543,16543,16543,0,0,100,100,0,0,16543,4564.515,3.624263,3.624263,0,16543,7972,8571,48.19,51.81,40.1,38.3,41.8,15578,48,4,494,0,165,94.17,0.29,0.02,2.99,0,1,7789,27850,7789
3704510,Beech Mountain town,"Beech Mountain town, North Carolina",NC,3,5,37,4510,C1,7,17230274,0,310,1868,36206374,-81883115,310,310,0,0,0,310,0,0,0,100,310,46.598,6.652646,6.652646,0,310,161,149,51.94,48.06,50.8,50.9,50.5,302,0,0,0,0,0,97.42,0,0,0,0,0,167,26799,167
3704640,Belhaven town,"Belhaven town, North Carolina",NC,3,5,37,4640,C1,10,3880978,1035759,1968,1015,35542930,-76623278,1968,1968,0,0,0,1968,0,0,0,100,1968,1313.354,1.898363,1.498454,0.3999088,1968,886,1082,45.02,54.98,40.6,37.8,42.6,734,1194,3,9,0,14,37.3,60.67,0.15,0.46,0,0.71,599,11086,599
3704840,Belmont city,"Belmont city, North Carolina",NC,3,5,37,4840,C1,13,20928113,393430,8705,3552,35244496,-81035650,8705,8705,8592,8592,0,113,98.7,98.7,0,1.3,8705,1077.3,8.232294,8.08039,0.1519042,8705,4156,4549,47.74,52.26,34.9,33.2,36.8,7346,877,23,259,4,110,84.39,10.07,0.26,2.98,0.05,1.26,4290,20065,4290
3704950,Belville town,"Belville town, North Carolina",NC,3,5,37,4950,C1,6,10456466,161778,285,142,34219187,-77995396,285,285,216,216,0,69,75.79,75.79,0,24.21,285,70.59235,4.099727,4.037264,0.06246284,285,139,146,48.77,51.23,27.2,28.2,26.4,233,41,0,0,5,0,81.75,14.39,0,0,1.75,0,170,22482,170
3704960,Belwood town,"Belwood town, North Carolina",NC,3,5,37,4960,C1,8,31859330,15549,962,410,35480937,-81514242,962,962,0,0,0,962,0,0,0,100,962,78.2053,12.30696,12.30096,0.006003503,962,454,508,47.19,52.81,35.5,35.3,35.7,916,37,0,1,0,2,95.22,3.85,0,0.1,0,0.21,457,14323,457
3705040,Benson town,"Benson town, North Carolina",NC,3,5,37,5040,C1,12,5485520,22089,2923,1364,35382270,-78546206,2923,2923,2911,0,2911,12,99.59,0,99.59,0.41,2923,1380.094,2.1265,2.117971,0.008528611,2923,1326,1597,45.36,54.64,34.1,31.3,36.7,1684,995,14,13,2,169,57.61,34.04,0.48,0.44,0.07,5.78,1298,14350,1298
3705049,Bent Creek CDP,"Bent Creek CDP, North Carolina",NC,3,5,37,5049,U1,9,5732252,18180,1389,583,35508463,-82610070,1389,1389,1112,1112,0,277,80.06,80.06,0,19.94,1389,627.5881,2.220254,2.213235,0.007019338,1389,683,706,49.17,50.83,40.5,40,41.2,1353,6,3,14,0,4,97.41,0.43,0.22,1.01,0,0.29,725,22138,725
3705135,Bermuda Run town,"Bermuda Run town, North Carolina",NC,3,5,37,5135,C1,9,3407677,37170,1431,828,35998557,-80431377,1431,1431,1431,1431,0,0,100,100,0,0,1431,1087.625,1.330063,1.315711,0.01435142,1431,663,768,46.33,53.67,60.5,60.3,60.6,1416,7,1,0,1,0,98.95,0.49,0.07,0,0.07,0,530,47765,530
3811700,Calvin city,"Calvin city, North Dakota",ND,2,4,38,11700,C5,3,564388,0,26,19,48851162,-98937397,26,26,0,0,0,26,0,0,0,100,26,119.3145,0.2179114,0.2179114,0,26,17,9,65.38,34.62,44,43.5,47.5,26,0,0,0,0,0,100,0,0,0,0,0,18,27878,18
3811860,Cando city,"Cando city, North Dakota",ND,2,4,38,11860,C5,9,1595641,0,1342,707,48488497,-99204542,1342,1342,0,0,0,1342,0,0,0,100,1342,2178.287,0.6160805,0.6160805,0,1342,630,712,46.94,53.06,45,42,48.3,1305,1,29,2,0,0,97.24,0.07,2.16,0.15,0,0,644,19128,644
3812020,Cannon Ball CDP,"Cannon Ball CDP, North Dakota",ND,2,4,38,12020,U1,8,229016088,21730449,864,208,46249361,-100638672,864,864,0,0,0,864,0,0,0,100,864,9.771146,96.81379,88.42361,8.390173,864,415,449,48.03,51.97,20,19.1,20.8,46,0,814,0,1,2,5.32,0,94.21,0,0.12,0.23,232,5717,232
3812060,Canton City city,"Canton City city, North Dakota",ND,2,4,38,12060,C5,3,377611,0,42,29,48687690,-97667312,42,42,0,0,0,42,0,0,0,100,42,288.0729,0.1457964,0.1457964,0,42,25,17,59.52,40.48,41.3,40.5,44.5,42,0,0,0,0,0,100,0,0,0,0,0,14,21511,14
3812260,Carpio city,"Carpio city, North Dakota",ND,2,4,38,12260,C5,4,1525171,0,148,90,48442087,-101714812,148,148,0,0,0,148,0,0,0,100,148,251.328,0.5888718,0.5888718,0,148,81,67,54.73,45.27,42,41.2,48.5,148,0,0,0,0,0,100,0,0,0,0,0,50,15397,50
3812340,Carrington city,"Carrington city, North Dakota",ND,2,4,38,12340,C5,11,3834492,0,2268,1057,47450080,-99123881,2268,2268,0,0,0,2268,0,0,0,100,2268,1531.909,1.480506,1.480506,0,2268,1078,1190,47.53,52.47,39.9,38.7,41.7,2241,4,11,0,0,2,98.81,0.18,0.49,0,0,0.09,1076,19012,1076
3812460,Carson city,"Carson city, North Dakota",ND,2,4,38,12460,C5,7,10399302,0,319,201,46420706,-101567025,319,319,0,0,0,319,0,0,0,100,319,79.44823,4.015193,4.015193,0,319,147,172,46.08,53.92,42.8,40.2,47.5,309,0,0,0,0,4,96.87,0,0,0,0,1.25,130,11754,130
3902330,Arcanum village,"Arcanum village, Ohio",OH,2,3,39,2330,C1,11,3004072,0,2076,891,39991714,-84554797,2076,2076,0,0,0,2076,0,0,0,100,2076,1789.842,1.159879,1.159879,0,2076,982,1094,47.3,52.7,35.3,33.2,37.3,2050,0,1,4,0,0,98.75,0,0.05,0.19,0,0,1075,19597,1075
3902344,Archbold village,"Archbold village, Ohio",OH,2,3,39,2344,C1,12,11009328,240099,4290,1807,41518290,-84305483,4290,4290,4073,0,4073,217,94.94,0,94.94,5.06,4290,1009.24,4.343428,4.250725,0.09270275,4290,2029,2261,47.3,52.7,38.3,35.7,41,3927,20,14,22,0,248,91.54,0.47,0.33,0.51,0,5.78,2103,21971,2103
3902400,Arlington village,"Arlington village, Ohio",OH,2,3,39,2400,C1,9,1889622,0,1351,539,40893305,-83650322,1351,1351,0,0,0,1351,0,0,0,100,1351,1851.732,0.7295871,0.7295871,0,1351,619,732,45.82,54.18,38.1,34.9,40,1344,2,0,0,0,0,99.48,0.15,0,0,0,0,633,18333,633
3902428,Arlington Heights village,"Arlington Heights village, Ohio",OH,2,3,39,2428,C2,8,666381,0,899,418,39215159,-84455767,899,899,899,899,0,0,100,100,0,0,899,3494.096,0.2572912,0.2572912,0,899,445,454,49.5,50.5,34.6,34.8,34.4,827,34,2,0,0,1,91.99,3.78,0.22,0,0,0.11,471,17683,471
3902568,Ashland city,"Ashland city, Ohio",OH,2,3,39,2568,C2,15,26825929,98593,21249,8870,40867016,-82315146,21249,21249,20974,0,20974,275,98.71,0,98.71,1.29,21249,2051.547,10.39562,10.35755,0.03806697,21249,9901,11348,46.6,53.4,34.8,32.3,36.9,20473,253,28,224,10,67,96.35,1.19,0.13,1.05,0.05,0.32,9884,16760,9884
3902582,Ashley village,"Ashley village, Ohio",OH,2,3,39,2582,C2,9,1405089,0,1216,500,40408562,-82952734,1216,1216,0,0,0,1216,0,0,0,100,1216,2241.442,0.5425079,0.5425079,0,1216,579,637,47.62,52.38,34.3,31.3,36.9,1179,12,4,0,1,3,96.96,0.99,0.33,0,0.08,0.25,598,15513,598
